AppID,Name,Release date,Estimated owners,Peak CCU,Required age,Price,DiscountDLC count,Supported languages,Windows,Mac,Linux,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Average playtime forever,Developers,Publishers,Categories,Genres,Tags
Lightbender,"Dec 17, 2015",0 - 20000,0,0,2.99,0,0,['English'],True,True,False,0,0,20,4,19,0,0,"Math Nerd Productions, LLC","Math Nerd Productions, LLC","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Includes level editor,Family Sharing","Casual,Indie","Indie,Casual,Puzzle"
Sherlock Holmes - Nemesis,"Aug 7, 2008",100000 - 200000,5,0,0.99,90,0,"['English', 'French', 'Italian', 'German', 'Russian']",True,False,False,71,0,468,185,0,607,286,Frogwares,Frogwares,"Single-player,Family Sharing","Adventure,RPG","Adventure,RPG,Detective,Point & Click,Mystery,Puzzle,Investigation,First-Person,Singleplayer"
Clan O'Conall and the Crown of the Stag,"Apr 27, 2021",20000 - 50000,0,0,7.99,0,0,"['English', 'Japanese', 'Korean', 'Traditional Chinese', 'French', 'Portuguese - Portugal', 'Spanish - Latin America']",True,True,False,78,0,114,8,33,0,0,HitGrab,HitGrab,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie","Action-Adventure,Mythology,Hand-drawn,Cartoon,Colorful,Puzzle,Singleplayer,2D Platformer,Atmospheric,Puzzle-Platformer,Indie,Exploration,Casual,Beat 'em up,Controller,Adventure,Action,Medieval,Family Friendly,Cartoony"
GunWorld VR Playtest,"Aug 11, 2021",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,VR Only,,
Edge Of The End,"Aug 27, 2022",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,3,3,0,0,0,Ahsin Memon,Ahsin Memon,Single-player,"Action,Adventure,Indie,Simulation,Strategy,Free To Play","Action,Adventure,Strategy,3D,Nature,Singleplayer,Walking Simulator,Exploration,First-Person,Realistic,Atmospheric,Family Friendly,Investigation,Open World,Emotional,Zombies,Survival,Gore,Stealth,Third Person"
별을 좇는 까마귀(To The Star),"Nov 12, 2023",0 - 0,0,0,0.0,0,0,['Korean'],True,False,False,0,0,0,0,0,0,0,"Lee Jimin, Na Dan, Lee Uihwan, Rhee Inyoung",Sejong Univ. PandoraCube,Single-player,Indie,
SokoPenguin,"Apr 12, 2024",20000 - 50000,0,0,1.04,30,0,"['English', 'Portuguese - Brazil']",True,False,False,0,0,60,1,100,0,0,Vergiu,Vergiu,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Casual,Indie,Strategy","Sokoban,Puzzle,Cute,Colorful,Pixel Graphics,Top-Down,Relaxing,Family Friendly,Grid-Based Movement,Arcade,Linear,2D,Retro,Minimalist,Atmospheric,Casual,Adventure,Action-Adventure,Strategy,Singleplayer"
KuniTure,"Nov 19, 2019",0 - 20000,0,0,0.0,0,0,"['English', 'Spanish - Latin America', 'Spanish - Spain']",True,False,False,0,0,8,1,0,0,0,Ken Davis,Ken Davis,Single-player,"Action,Adventure","Action,Adventure,Platformer,Difficult,Free to Play"
The Epsilon Outcome,"Jan 21, 2021",0 - 20000,0,0,7.99,0,0,['English'],True,True,False,0,0,12,0,8,0,0,Kenneth A. Perrine,Academiken,"Single-player,Steam Achievements,Steam Cloud,Remote Play Together,Family Sharing","Adventure,Indie,Strategy","Interactive Fiction,Point & Click,2D,2.5D,Funny,Puzzle,Pixel Graphics,Cartoony,Hand-drawn,Sci-fi,Family Friendly,Logic,Time Travel,Mystery,Adventure,Atmospheric,Old School,Retro,Singleplayer,Indie"
The Twelve Trials,"Sep 27, 2018",0 - 20000,0,0,2.99,40,0,['English'],True,True,True,0,0,5,4,0,0,0,Hosted Games,Hosted Games,"Single-player,Captions available,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Adventure,RPG,Indie,Text-Based"
The Armament Project,"Sep 28, 2017",0 - 20000,0,0,4.99,0,0,['English'],True,False,False,0,0,2,3,0,0,0,DysTop,DysTop,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing","Action,Indie","Action,Indie,FPS,Dystopian,Futuristic,Space,Shooter,Sci-fi,Tactical,Fighting,Survival,Arena Shooter,3D,First-Person,Cyberpunk,Combat,Co-op,Local Co-Op,Local Multiplayer,Multiplayer"
Tire Friend Playtest,"Feb 8, 2024",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Potion island,"Sep 26, 2018",0 - 20000,0,0,1.99,0,0,['English'],True,False,False,0,0,3,4,0,0,0,Forsend,Forsend,"Single-player,Family Sharing",Simulation,Simulation
Mythos Mission: Sunken Kingdom,"Oct 23, 2024",0 - 20000,0,0,4.99,0,0,['English'],True,False,False,0,0,0,0,0,0,0,OLIVANGO,OLIVANGO,"Single-player,Family Sharing","Action,Adventure,Indie",
One More Button,"Aug 25, 2025",0 - 0,0,0,3.49,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Danish', 'Finnish', 'Simplified Chinese', 'Greek', 'Indonesian', 'Japanese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Czech', 'Turkish', 'Ukrainian', 'Hungarian', 'Vietnamese', 'Afrikaans', 'Albanian', 'Amharic', 'Armenian', 'Azerbaijani', 'Assamese', 'Basque', 'Belarusian', 'Bangla', 'Bosnian', 'Cherokee', 'Dari', 'Estonian', 'Filipino', 'Galician', 'Georgian', 'Gujarati', 'Hausa', 'Hebrew', 'Hindi', 'Igbo', 'Irish', 'Icelandic', 'Yoruba', K'iche', 'Kannada', 'Kazakh', 'Catalan', 'Khmer', 'Kinyarwanda', 'Kyrgyz', 'Konkani', 'Croatian', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malayalam', 'Malay', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Persian', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Quechua', 'Serbian', 'Sindhi', 'Sinhala', 'Scots', 'Slovak', 'Slovenian', 'Sorani', 'Sotho', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uyghur', 'Urdu', 'Uzbek', 'Valencian', 'Welsh', 'Wolof', 'Xhosa', 'Zulu']",True,False,False,0,0,0,0,15,0,0,Tommy Kjær,Tommy Kjær,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie",
They That Feast,"Dec 28, 2018",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,17,23,0,0,0,Blackwood Specter,Blackwood Specter,Single-player,"Action,Adventure,Indie","Indie,Adventure,Gore,Action,Violent,Horror,Survival Horror,First-Person,Lovecraftian,Exploration,Singleplayer,Stealth,Story Rich,Atmospheric,3D,Dark,Psychological Horror,Resource Management,Free to Play"
Great Journey,"Apr 25, 2025",0 - 20000,0,0,3.99,0,0,['English'],True,False,False,0,0,0,0,0,0,0,"Rebelmind,North Wind",North Wind,"Single-player,Family Sharing","Action,Adventure,Casual,Indie",
VoiceMelody - Kawaii Voice Changer,"Nov 9, 2023",0 - 20000,0,0,22.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Ukrainian', 'Dutch', 'Greek', 'Swedish', 'Spanish - Latin America', 'Thai', 'Czech', 'Danish', 'Turkish', 'Norwegian', 'Hungarian', 'Finnish', 'Bulgarian', 'Vietnamese', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Polish', 'Romanian', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",True,False,False,0,0,6,8,0,0,0,TalkingEEL,TalkingEEL,,Audio Production,"Audio Production,Utilities,Software,Anime,Cute"
Paw Paw Destiny,"Dec 11, 2024",0 - 20000,0,0,8.99,40,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Thai', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Japanese', 'Korean', 'Indonesian']",True,False,False,0,0,5,2,0,0,0,Daiyu.studio,Daiyu.studio,"Single-player,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,Indie","Dark Comedy,Cats,Dog,Story Rich,Space,Rogue-lite,Action-Adventure,Character Customization,Emotional,Cinematic,Multiple Endings,Dark Humor,Conspiracy,Comedy,Pixel Graphics,Adventure,Lovecraftian,Cute,2D Platformer,Singleplayer"
Adventures of Isabelle Fine: Murder on Rails,"Jul 9, 2019",0 - 20000,0,0,0.99,0,0,['English'],True,False,False,0,0,6,1,15,0,0,Secret Forest Games,Secret Forest Games,"Single-player,Steam Achievements,Full controller support,Captions available,Remote Play on TV,Family Sharing",Adventure,"Adventure,Pixel Graphics,Singleplayer,Indie,Story Rich,2D,Puzzle,Sci-fi,Visual Novel"
Shoebill (Desktop Mascot),"Nov 11, 2025",0 - 0,0,0,4.24,0,0,"['English', 'Japanese']",True,False,False,0,0,0,0,0,0,0,Team Tea Mascot,Team Tea Mascot,"Mouse Only Option,Playable without Timed Input","Simulation,Animation & Modeling,Utilities",
Subvirtual,"Dec 12, 2024",0 - 0,0,0,0.0,0,0,['English'],True,False,False,0,0,0,0,11,0,0,The Zivraye Group,The Zivraye Group,"Single-player,Steam Achievements,VR Only,In-App Purchases","Adventure,Casual,Indie,Free To Play",
KuloNiku Playtest,"Apr 27, 2025",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
World of Goo 2,"Apr 25, 2025",0 - 20000,12,0,19.79,34,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Ukrainian']",True,True,True,83,0,376,43,33,683,221,"2D BOY,Tomorrow Corporation","2D BOY,Tomorrow Corporation","Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual,Indie","Physics,Puzzle,Building,Casual,2D,Cute,Colorful,Atmospheric,Family Friendly,Adventure,Comedy,Cartoon,Old School,Co-op,Local Co-Op,Local Multiplayer,Indie,Singleplayer,Multiplayer"
Snow Fortress 2,"Nov 16, 2023",0 - 20000,0,0,11.24,25,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese']",True,False,False,0,0,5,0,0,0,0,Mythical City Games,Mythical City Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Tracked Controller Support,VR Only,Family Sharing","Action,Adventure,Indie,Simulation","FPS,Tower Defense,Building,Medieval,Base-Building,Physics,PvE,PvP,Shooter,Arcade,Action-Adventure,3D,Cute,First-Person,VR,Action,Simulation,Snow,Cartoony,Hack and Slash"
绛河之上 Under Supernova,"May 31, 2023",0 - 20000,0,0,7.99,0,0,"['Simplified Chinese', 'English']",True,False,False,0,0,8,2,0,0,0,UnderSupernovaGroup,UnderSupernovaGroup,"Single-player,Multi-player,PvP,LAN PvP,Co-op,LAN Co-op,Partial Controller Support,Includes level editor,Family Sharing","Indie,RPG,Simulation,Strategy,Early Access","Early Access,RPG,Sandbox,City Builder,Sci-fi,Simulation,Pixel Graphics,Strategy,2D,RTS,Party-Based RPG,Tower Defense,Grand Strategy,Life Sim,Real Time Tactics,Exploration,Cute,Space,Futuristic,Survival"
Sir! I'd Like To Report A Bug!,"Oct 19, 2015",20000 - 50000,3,0,0.49,0,0,['English'],True,False,False,0,0,31,22,13,0,204,Lord Puggington Games,Lord Puggington Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing","Action,Indie","Singleplayer,Side Scroller,2D Platformer,Difficult,Platformer,Arcade,2D,Retro,Dark Humor,Funny,Parody,Surreal,Controller,Linear,Action,Pixel Graphics,Game Development,Cartoon,Old School,Psychedelic"
VR Girls’ Room in Darkness,"Jan 26, 2021",0 - 20000,0,0,1.59,68,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Japanese', 'Polish', 'Thai', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Arabic', 'Korean']",True,False,False,0,0,5,5,0,0,0,William at Oxford,William at Oxford,"Single-player,Tracked Controller Support,VR Only,Family Sharing",Adventure,"Adventure,Exploration,First-Person,VR,Psychological Horror,Horror,Thriller,Singleplayer"
Oublivious,"Jan 31, 2025",0 - 0,0,0,0.0,0,0,['English'],True,False,False,0,0,0,0,0,0,0,Shadow Guild,Shadow Guild,"Single-player,Full controller support","Action,Adventure,Indie,Free To Play",
Card Throw VR,"Jun 26, 2019",0 - 20000,0,0,0.99,0,0,['English'],True,False,False,0,0,0,1,0,0,0,Alpaca Games,Alpaca Games,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Casual,Indie,Simulation","Indie,Casual,Simulation,VR"
Just Spin,"Oct 25, 2019",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,11,3,8,0,0,Just Games Co.,Just Games Co.,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet","Action,Casual,Indie","Casual,Indie,Action,Minimalist"
Home Office Tasker,"Sep 8, 2021",0 - 20000,0,0,0.99,0,0,"['English', 'Russian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'French']",True,False,False,0,0,25,9,0,0,0,lonch.me,lonch.me,,Utilities,"Utilities,Time Management,Time Manipulation,Software,Management"
HoneyCome come come party,"Sep 6, 2023",0 - 20000,4,0,55.99,20,1,"['English', 'Japanese']",True,False,False,0,0,0,0,0,151,1270,ILLGAMES,ILLGAMES,"Single-player,Family Sharing",Simulation,
30 Floors of Madness,"Jul 19, 2024",0 - 20000,0,0,4.99,0,0,"['English', 'French']",True,False,False,0,0,5,2,0,0,0,Imaginary Conception,Imaginary Conception,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Family Sharing","Adventure,Indie,Strategy","Strategy,Turn-Based Tactics,Survival,Turn-Based Strategy,First-Person,Psychological Horror,Simulation,Realistic,Adventure,Tactical,Drama,Dark,Co-op,Online Co-Op,Singleplayer,Multiplayer,Local Co-Op,Local Multiplayer,Indie"
Athletics Games VR,"Feb 22, 2019",0 - 20000,0,0,2.99,0,0,['English'],True,False,False,0,0,2,5,0,0,0,Vicente Rosell Roig,Vicente Rosell Roig,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Racing,Sports","Sports,Racing,VR"
Puzzle Pirates: Dark Seas,"Jul 6, 2018",100000 - 200000,1,0,0.0,0,4,"['English', 'Spanish - Spain']",True,True,False,0,0,386,134,49,0,134,Grey Havens,Grey Havens,"Single-player,Multi-player,MMO,PvP,Online PvP,Steam Achievements,Steam Trading Cards,In-App Purchases,Stats","Adventure,Casual,Free To Play,Indie,Massively Multiplayer,RPG,Strategy","Free to Play,Massively Multiplayer,Puzzle,Adventure,Strategy,RPG,Indie,Pirates,Casual,Early Access"
IronWolf: Free Non-VR Edition,"Sep 14, 2023",0 - 0,0,0,0.0,0,0,['English'],True,False,False,0,0,0,0,0,0,0,Ionized Studios,Ionized Studios,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Full controller support","Action,Indie,Simulation,Free To Play",
GlitchSPANKR,"Oct 15, 2025",0 - 20000,0,0,15.99,0,1,['English'],True,False,False,0,0,0,0,48,191,0,"Mahelyk,TheClassifiedX","Black Lantern Collective,TheClassifiedX","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual,Indie",
流光易逝的夏末 - Fleeting Summer's End,"Jan 6, 2023",0 - 20000,0,0,2.69,10,0,"['Traditional Chinese', 'English', 'Simplified Chinese']",True,True,False,0,0,260,2,0,266,0,柚原堂,柚原堂,"Single-player,Family Sharing",RPG,"RPG,Casual,Interactive Fiction,Visual Novel,Word Game,LGBTQ+,Anime,Cute,Emotional,Female Protagonist,Romance,Funny,Singleplayer,Pixel Graphics"
Really Bad Flying Machine,"Jul 27, 2020",0 - 20000,0,0,11.99,0,0,"['English', 'Finnish']",True,True,True,0,0,1,0,10,0,0,Eyal Hazor,Eyal Hazor,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Casual,Strategy","Puzzle,Exploration,3D,Top-Down,Logic,Singleplayer,Casual,Strategy"
Albert.DATA - Slowly Fading into Data,"Jul 7, 2022",0 - 20000,0,0,13.99,0,0,['English'],True,False,False,0,0,0,0,0,0,0,Albert Barque-Duran,Albert.DATA,"Single-player,Full controller support,Family Sharing","Action,Adventure,Indie",
Batman: Arkham City - Game of the Year Edition,"Sep 7, 2012",2000000 - 5000000,655,0,3.99,80,0,"['English', 'French', 'German', 'Italian', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain']",True,False,False,91,0,65947,2689,64,52015,2666,Rocksteady Studios,WB Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Action,Adventure","Action,Open World,Stealth,Superhero,Adventure,Third Person,Singleplayer,Beat 'em up,Comic Book,Detective,Story Rich,Atmospheric,Fighting,Action-Adventure,Cinematic,Controller,3D Vision,Sandbox,Metroidvania,Great Soundtrack"
Tap Wizard 2,"May 21, 2024",50000 - 100000,24,0,0.0,0,0,['English'],True,True,True,0,0,357,110,33,0,4178,TopCog,TopCog,"Single-player,In-App Purchases","Action,Indie,RPG,Simulation,Free To Play","Idler,Top-Down Shooter,Action RPG,Pixel Graphics,Dark Fantasy,2D,Action,Hack and Slash,RPG,Inventory Management,Top-Down,Clicker,Fantasy,Simulation,Combat,PvE,Free to Play,Character Customization,Singleplayer,Choices Matter"
Rooms of Realities,"Nov 17, 2023",0 - 20000,0,0,10.79,40,0,['English'],True,False,False,0,0,60,3,11,0,291,Bluekey,Gamedust,"Single-player,Multi-player,Co-op,Online Co-op,Tracked Controller Support,VR Only,Family Sharing","Adventure,Indie","VR,Puzzle,Adventure,Indie,Mystery,Story Rich,Singleplayer,Escape Room,Online Co-Op,Co-op,Psychological Horror,Investigation,Atmospheric,Multiple Endings,Multiplayer,Co-op Campaign,Exploration,Mystery Dungeon,Hidden Object"
Behind The Barrier,"Oct 18, 2023",0 - 0,0,0,0.0,0,0,['English'],True,False,False,0,0,0,0,0,0,0,SinnerG,SinnerG,"Single-player,Multi-player,Co-op,Online Co-op","Action,Adventure,Early Access",
The Elder Goddess,"Oct 5, 2023",0 - 20000,0,0,9.99,0,0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",True,False,False,0,0,0,0,0,0,0,Bunny Alice Games,Bunny Alice Games,"Single-player,Family Sharing","Action,Adventure,Indie,RPG",
BattleBlade,"Aug 31, 2018",0 - 20000,0,0,1.55,61,0,['English'],True,False,False,0,0,4,2,20,0,0,Roxra,Roxra,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing","Action,Adventure,Indie","Action,Adventure,Indie,Fighting,2D Fighter,2D,Singleplayer,Local Multiplayer,PvE,Swordplay,Short,Difficult,Pixel Graphics,Fast-Paced,Post-apocalyptic,Visual Novel,PvP,Story Rich,Unforgiving,Bullet Hell"
Shopping Spree: Extreme!!!,"Aug 22, 2023",0 - 20000,0,0,2.49,75,0,['English'],True,False,True,0,0,2,0,33,0,0,Fried Squid Games LLC,Fried Squid Games LLC,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Stats,Steam Leaderboards,Family Sharing","Action,Casual,Indie,Simulation","Simulation,Multiplayer,Intentionally Awkward Controls,Casual,Funny,Comedy,Singleplayer,Arcade,3D,First-Person,Controller,Physics,PvE,PvP,Online Co-Op,Exploration,Co-op,Rogue-like,Collectathon,Procedural Generation"
Neko Office: Nightlife Adventures,"Apr 14, 2023",0 - 20000,0,0,0.49,51,1,"['English', 'French', 'German', 'Spanish - Spain', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Russian', 'Thai', 'Turkish', 'Japanese']",True,False,False,0,0,29,4,17,0,0,Hunny Bunny Studio,Hunny Bunny Studio,"Single-player,Steam Achievements,Family Sharing","Casual,Indie","Sexual Content,Nudity,Mature,Anime,Puzzle,NSFW,Casual,Cute,Cats,2D,Idler,Hand-drawn,Colorful,Atmospheric,Logic,Emotional,FMV,Singleplayer,Indie,Hentai"
Saber Punks Playtest,"Oct 23, 2021",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,42,0,0,,,VR Only,,
Kitten Food Alley,"Mar 10, 2025",0 - 20000,1,0,3.99,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Russian', 'French', 'German', 'Italian']",True,False,False,0,0,20,3,15,0,0,NOT IS NOT STUDIO,NOT IS NOT STUDIO,"Single-player,Family Sharing","Casual,Simulation","Life Sim,Cute,Relaxing,Idler,Cats,Casual,Clicker,Touch-Friendly,Management,Stylized,Hand-drawn,Simulation,Building,Isometric,Crafting,Funny,Resource Management,Singleplayer,Farming"
SPELLCAST,"Aug 15, 2025",0 - 0,0,0,7.99,0,0,['English'],True,False,False,0,0,0,0,0,0,0,BEDiBUG Concepts,BEDiBUG Concepts,"Single-player,Custom Volume Controls,Playable without Timed Input,Steam Cloud,Family Sharing","Strategy,Early Access",
Elite Forces,"Nov 13, 2022",20000 - 50000,0,0,9.99,0,0,['English'],True,True,False,0,0,0,1,0,0,0,Finance Unlocked,Finance Unlocked,"Single-player,Multi-player,PvP,Online PvP,Family Sharing",Action,"Action,Multiplayer,FPS,PvP,Artificial Intelligence,Shooter,Realistic,Futuristic,First-Person,Tactical,War,Space,Sci-fi,Military,Combat,Gun Customization,Character Customization,Sniper,3D,Driving"
Mad Games Tycoon 2,"May 31, 2023",500000 - 1000000,124,0,14.99,40,0,"['English', 'German', 'Simplified Chinese', 'Turkish', 'French', 'Spanish - Spain', 'Portuguese - Brazil', 'Hungarian', 'Traditional Chinese', 'Russian', 'Polish', 'Czech', 'Arabic', 'Italian', 'Romanian', 'Japanese', 'Ukrainian', 'Spanish - Latin America', 'Korean', 'Thai']",True,True,False,0,0,6607,434,73,6961,1395,Eggcode,Eggcode,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy","Management,Economy,Game Development,Simulation,Strategy,City Builder,Trading,Building,Capitalism,Programming,Base-Building,Sandbox,Multiplayer,Character Customization,PvP,Crafting,3D,Casual,Cartoony,Cartoon"
King Krieg,"Aug 31, 2023",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,15,6,32,0,0,SUPERita,SUPERita,"Single-player,Full controller support","Action,Casual,Indie,Free To Play","Casual,Arena Shooter,Action,Shooter,Post-apocalyptic,RPG,Choices Matter,Action Roguelike,Bullet Hell,2D,Arcade,Colorful,Top-Down Shooter,Sci-fi,Rogue-like,Rogue-lite,Top-Down,Perma Death,Combat,Pixel Graphics"
CubeHook VR,"Jan 7, 2022",0 - 20000,0,0,5.99,0,0,['English'],True,False,False,0,0,3,1,6,0,0,Arcarve Studio,Arcarve Studio,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing","Casual,Indie,Sports","Casual,VR,Arcade,Relaxing,Sports,Thriller,Colorful,Stylized,Nature,Singleplayer,Indie,3D,Board Game"
Marble Abduction! Patti Hattu,"Jun 17, 2024",0 - 20000,1,0,11.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Portugal', 'Italian', 'Simplified Chinese']",True,False,False,0,0,25,0,27,0,0,BandanaKid,BandanaKid,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards,Family Sharing","Action,Casual,Indie,Racing","3D Platformer,Platformer,Puzzle-Platformer,Action-Adventure,Racing,3D,Action,Third Person,Colorful,Relaxing,Physics,Cartoony,Replay Value,Arcade,Cute,Casual,Parkour,Driving,Singleplayer,Fast-Paced"
Super Cakeboy,"Mar 16, 2023",0 - 0,0,0,0.0,0,0,"['English', 'Japanese']",True,False,False,0,0,0,0,12,0,0,Suits & Sandals,Suits & Sandals,"Single-player,Steam Achievements,Full controller support","Action,Free To Play,Indie",
Secret Shuffle,"Nov 1, 2023",0 - 20000,0,0,6.49,50,0,['English'],True,True,False,0,0,5,0,0,0,0,Adriaan de Jongh,Adriaan de Jongh,"Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Family Sharing","Casual,Indie,Massively Multiplayer","Party Game,Music,Social Deduction,Casual,Funny,Local Multiplayer,Family Friendly,Split Screen,Comedy,Trivia,Conspiracy,Board Game,Multiplayer,4 Player Local,Co-op,Local Co-Op,Party,PvP,Massively Multiplayer,Indie"
内卷三年竟穿越：皇帝模拟器,"Apr 19, 2022",0 - 20000,0,0,1.19,60,0,['Simplified Chinese'],True,False,False,0,0,4,11,13,0,0,HexGameStudio,HexGameStudio,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,Early Access","Early Access,Casual,Comedy,Choices Matter,Text-Based,Multiple Endings,Story Rich,Historical,Political Sim,Dark Humor,Relaxing,Trivia,Strategy,2D,Alternate History,Word Game,Choose Your Own Adventure,Cartoon,Memes,Stylized"
Weeks Till Winter,"Nov 7, 2025",0 - 20000,0,0,5.99,25,0,['English'],True,False,False,0,0,0,0,21,0,0,"Subnuminal, LLC","Subnuminal, LLC","Single-player,Steam Achievements,Full controller support,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Leaderboards,Includes level editor,Family Sharing","Casual,Indie,Simulation,Strategy",
Zombie Vikings,"Dec 7, 2015",20000 - 50000,2,0,0.95,92,2,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Italian', 'Russian']",True,False,False,74,0,314,85,33,260,304,Zoink Games,Zoink Games,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing","Action,Adventure","Action,Adventure,Local Co-Op,Beat 'em up,Zombies,Comedy,4 Player Local,Vikings,Multiplayer,2D,Co-op"
Rabbit Valley Legend (兔子山谷传说),"May 6, 2018",0 - 20000,0,0,11.99,0,0,"['English', 'Simplified Chinese']",True,False,False,0,0,0,0,0,0,0,"Bamboo Secrets Co.,Limited","Bamboo Secrets Co.,Limited","Single-player,Tracked Controller Support,VR Only,Family Sharing","Action,Indie",
Maraka Playtest,"Dec 19, 2023",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Thrill Penguin,"Jun 29, 2022",0 - 20000,0,0,1.59,0,0,"['English', 'French', 'Italian']",True,False,False,0,0,39,2,10,0,0,Sylph,Sylph,"Single-player,Steam Achievements,Family Sharing","Action,Casual,Indie","Action,Casual,Platformer,2D Platformer,Precision Platformer,2D,Anime,Parkour,Indie,Score Attack,Singleplayer"
